resource, targetResource, nickname, instanceId, reportId, configId, collected, exit_status, exit_message, body, comparisonResult"tacc-alamo","	","openstack-clientStatus","7640740","7640739","7640721","2013-03-26T13:30:46.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7706278","7640739","7640721","2013-04-04T10:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7706584","7640739","7640721","2013-04-04T11:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7706892","7640739","7640721","2013-04-04T12:18:02.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7707192","7640739","7640721","2013-04-04T13:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7707497","7640739","7640721","2013-04-04T14:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7707804","7640739","7640721","2013-04-04T15:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7708111","7640739","7640721","2013-04-04T16:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7708420","7640739","7640721","2013-04-04T17:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7708670","7640739","7640721","2013-04-04T18:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7708950","7640739","7640721","2013-04-04T19:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7709268","7640739","7640721","2013-04-04T20:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7709595","7640739","7640721","2013-04-04T21:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7709897","7640739","7640721","2013-04-04T22:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7710202","7640739","7640721","2013-04-04T23:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7710506","7640739","7640721","2013-04-05T00:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7710814","7640739","7640721","2013-04-05T01:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7711114","7640739","7640721","2013-04-05T02:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7711409","7640739","7640721","2013-04-05T03:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7711711","7640739","7640721","2013-04-05T04:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7712002","7640739","7640721","2013-04-05T05:18:03.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7712286","7640739","7640721","2013-04-05T06:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7712586","7640739","7640721","2013-04-05T07:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7712893","7640739","7640721","2013-04-05T08:18:02.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7713197","7640739","7640721","2013-04-05T09:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7713496","7640739","7640721","2013-04-05T10:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7713804","7640739","7640721","2013-04-05T11:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7714114","7640739","7640721","2013-04-05T12:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7714419","7640739","7640721","2013-04-05T13:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7714723","7640739","7640721","2013-04-05T14:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7715028","7640739","7640721","2013-04-05T15:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7715330","7640739","7640721","2013-04-05T16:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7715636","7640739","7640721","2013-04-05T17:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7715946","7640739","7640721","2013-04-05T18:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7716254","7640739","7640721","2013-04-05T19:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7716560","7640739","7640721","2013-04-05T20:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7716868","7640739","7640721","2013-04-05T21:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7717175","7640739","7640721","2013-04-05T22:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7717479","7640739","7640721","2013-04-05T23:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7717784","7640739","7640721","2013-04-06T00:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7718092","7640739","7640721","2013-04-06T01:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7718407","7640739","7640721","2013-04-06T02:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7718712","7640739","7640721","2013-04-06T03:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7719015","7640739","7640721","2013-04-06T04:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7719320","7640739","7640721","2013-04-06T05:18:02.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7719620","7640739","7640721","2013-04-06T06:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7719927","7640739","7640721","2013-04-06T07:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7720238","7640739","7640721","2013-04-06T08:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7720545","7640739","7640721","2013-04-06T09:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7720843","7640739","7640721","2013-04-06T10:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7721149","7640739","7640721","2013-04-06T11:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7721457","7640739","7640721","2013-04-06T12:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7721760","7640739","7640721","2013-04-06T13:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7722065","7640739","7640721","2013-04-06T14:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7722368","7640739","7640721","2013-04-06T15:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7722673","7640739","7640721","2013-04-06T16:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7722979","7640739","7640721","2013-04-06T17:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7723286","7640739","7640721","2013-04-06T18:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7723594","7640739","7640721","2013-04-06T19:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7723897","7640739","7640721","2013-04-06T20:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7724204","7640739","7640721","2013-04-06T21:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7724513","7640739","7640721","2013-04-06T22:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7724817","7640739","7640721","2013-04-06T23:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7725121","7640739","7640721","2013-04-07T00:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7725428","7640739","7640721","2013-04-07T01:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7725742","7640739","7640721","2013-04-07T02:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7726048","7640739","7640721","2013-04-07T03:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7726356","7640739","7640721","2013-04-07T04:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7726659","7640739","7640721","2013-04-07T05:18:02.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7726960","7640739","7640721","2013-04-07T06:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7727265","7640739","7640721","2013-04-07T07:18:02.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7727575","7640739","7640721","2013-04-07T08:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7727882","7640739","7640721","2013-04-07T09:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7728181","7640739","7640721","2013-04-07T10:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7728485","7640739","7640721","2013-04-07T11:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7728788","7640739","7640721","2013-04-07T12:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7729088","7640739","7640721","2013-04-07T13:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7729393","7640739","7640721","2013-04-07T14:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7729695","7640739","7640721","2013-04-07T15:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7730000","7640739","7640721","2013-04-07T16:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7730305","7640739","7640721","2013-04-07T17:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7730612","7640739","7640721","2013-04-07T18:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7730919","7640739","7640721","2013-04-07T19:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7731215","7640739","7640721","2013-04-07T20:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7731526","7640739","7640721","2013-04-07T21:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7731834","7640739","7640721","2013-04-07T22:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7732139","7640739","7640721","2013-04-07T23:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7732445","7640739","7640721","2013-04-08T00:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7732749","7640739","7640721","2013-04-08T01:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7733065","7640739","7640721","2013-04-08T02:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7733363","7640739","7640721","2013-04-08T03:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7733675","7640739","7640721","2013-04-08T04:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7733981","7640739","7640721","2013-04-08T05:18:02.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7734283","7640739","7640721","2013-04-08T06:18:02.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7734591","7640739","7640721","2013-04-08T07:18:03.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7734908","7640739","7640721","2013-04-08T08:18:03.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7735217","7640739","7640721","2013-04-08T09:18:04.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7735518","7640739","7640721","2013-04-08T10:18:02.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7735827","7640739","7640721","2013-04-08T11:18:02.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7736136","7640739","7640721","2013-04-08T12:18:02.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7736440","7640739","7640721","2013-04-08T13:18:02.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7736751","7640739","7640721","2013-04-08T14:18:02.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7737052","7640739","7640721","2013-04-08T15:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7737359","7640739","7640721","2013-04-08T16:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7737665","7640739","7640721","2013-04-08T17:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7737971","7640739","7640721","2013-04-08T18:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7738268","7640739","7640721","2013-04-08T19:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7738570","7640739","7640721","2013-04-08T20:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7738875","7640739","7640721","2013-04-08T21:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7739185","7640739","7640721","2013-04-08T22:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7739490","7640739","7640721","2013-04-08T23:18:01.000-04:00","Success","","search_output","Success""tacc-alamo","	","openstack-clientStatus","7739795","7640739","7640721","2013-04-09T00:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7740105","7640739","7640721","2013-04-09T01:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7740423","7640739","7640721","2013-04-09T02:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7740723","7640739","7640721","2013-04-09T03:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7741045","7640739","7640721","2013-04-09T04:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7741349","7640739","7640721","2013-04-09T05:18:03.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7741654","7640739","7640721","2013-04-09T06:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7741961","7640739","7640721","2013-04-09T07:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7742276","7640739","7640721","2013-04-09T08:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7742584","7640739","7640721","2013-04-09T09:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7742887","7640739","7640721","2013-04-09T10:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7743194","7640739","7640721","2013-04-09T11:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7743508","7640739","7640721","2013-04-09T12:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7743812","7640739","7640721","2013-04-09T13:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7744123","7640739","7640721","2013-04-09T14:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7744426","7640739","7640721","2013-04-09T15:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7744738","7640739","7640721","2013-04-09T16:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7745048","7640739","7640721","2013-04-09T17:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7745361","7640739","7640721","2013-04-09T18:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7745671","7640739","7640721","2013-04-09T19:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7745964","7640739","7640721","2013-04-09T20:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7746277","7640739","7640721","2013-04-09T21:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7746589","7640739","7640721","2013-04-09T22:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7746894","7640739","7640721","2013-04-09T23:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7747199","7640739","7640721","2013-04-10T00:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7747511","7640739","7640721","2013-04-10T01:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7747831","7640739","7640721","2013-04-10T02:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7748132","7640739","7640721","2013-04-10T03:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7748450","7640739","7640721","2013-04-10T04:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7748751","7640739","7640721","2013-04-10T05:18:04.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7749053","7640739","7640721","2013-04-10T06:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7749359","7640739","7640721","2013-04-10T07:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7749670","7640739","7640721","2013-04-10T08:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7749976","7640739","7640721","2013-04-10T09:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7750275","7640739","7640721","2013-04-10T10:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7750584","7640739","7640721","2013-04-10T11:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7750891","7640739","7640721","2013-04-10T12:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7751194","7640739","7640721","2013-04-10T13:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7751499","7640739","7640721","2013-04-10T14:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7751803","7640739","7640721","2013-04-10T15:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7752111","7640739","7640721","2013-04-10T16:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7752417","7640739","7640721","2013-04-10T17:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7752727","7640739","7640721","2013-04-10T18:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7753038","7640739","7640721","2013-04-10T19:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7753340","7640739","7640721","2013-04-10T20:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7753657","7640739","7640721","2013-04-10T21:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7753958","7640739","7640721","2013-04-10T22:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7754262","7640739","7640721","2013-04-10T23:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7754560","7640739","7640721","2013-04-11T00:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7754866","7640739","7640721","2013-04-11T01:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7755176","7640739","7640721","2013-04-11T02:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7755466","7640739","7640721","2013-04-11T03:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7755778","7640739","7640721","2013-04-11T04:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7756073","7640739","7640721","2013-04-11T05:18:02.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7756370","7640739","7640721","2013-04-11T06:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7756658","7640739","7640721","2013-04-11T07:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7756967","7640739","7640721","2013-04-11T08:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7757284","7640739","7640721","2013-04-11T09:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7757610","7640739","7640721","2013-04-11T10:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7757941","7640739","7640721","2013-04-11T11:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7758270","7640739","7640721","2013-04-11T12:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7758596","7640739","7640721","2013-04-11T13:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7758932","7640739","7640721","2013-04-11T14:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7759261","7640739","7640721","2013-04-11T15:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7759590","7640739","7640721","2013-04-11T16:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7759920","7640739","7640721","2013-04-11T17:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7760254","7640739","7640721","2013-04-11T18:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7760588","7640739","7640721","2013-04-11T19:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7760913","7640739","7640721","2013-04-11T20:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7761246","7640739","7640721","2013-04-11T21:18:00.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7761581","7640739","7640721","2013-04-11T22:18:00.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7761908","7640739","7640721","2013-04-11T23:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7762234","7640739","7640721","2013-04-12T00:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7762566","7640739","7640721","2013-04-12T01:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7762912","7640739","7640721","2013-04-12T02:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7763237","7640739","7640721","2013-04-12T03:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7763574","7640739","7640721","2013-04-12T04:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7763902","7640739","7640721","2013-04-12T05:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7764228","7640739","7640721","2013-04-12T06:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7764554","7640739","7640721","2013-04-12T07:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7764883","7640739","7640721","2013-04-12T08:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7765212","7640739","7640721","2013-04-12T09:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7765537","7640739","7640721","2013-04-12T10:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7765870","7640739","7640721","2013-04-12T11:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7766194","7640739","7640721","2013-04-12T12:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7766521","7640739","7640721","2013-04-12T13:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7766846","7640739","7640721","2013-04-12T14:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7767169","7640739","7640721","2013-04-12T15:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7767506","7640739","7640721","2013-04-12T16:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7767838","7640739","7640721","2013-04-12T17:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7768170","7640739","7640721","2013-04-12T18:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7768507","7640739","7640721","2013-04-12T19:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7768837","7640739","7640721","2013-04-12T20:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7769166","7640739","7640721","2013-04-12T21:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7769496","7640739","7640721","2013-04-12T22:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7769831","7640739","7640721","2013-04-12T23:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7770159","7640739","7640721","2013-04-13T00:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7770492","7640739","7640721","2013-04-13T01:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7770832","7640739","7640721","2013-04-13T02:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7771158","7640739","7640721","2013-04-13T03:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7771495","7640739","7640721","2013-04-13T04:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7771822","7640739","7640721","2013-04-13T05:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7772150","7640739","7640721","2013-04-13T06:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7772480","7640739","7640721","2013-04-13T07:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7772810","7640739","7640721","2013-04-13T08:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7773138","7640739","7640721","2013-04-13T09:18:01.000-04:00","Success","","search_output","Success"
"tacc-alamo","	","openstack-clientStatus","7773464","7640739","7640721","2013-04-13T10:18:01.000-04:00","Success","","search_output","Success"
