resource, targetResource, nickname, instanceId, reportId, configId, collected, exit_status, exit_message, body, comparisonResult"ucsd-sierra","	","test_batch_job","1665305","1665302","1665236","2010-11-19T01:23:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 0 seconds","Success"
"ucsd-sierra","	","test_batch_job","1668031","1665302","1665236","2010-11-19T07:36:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 0 seconds","Success"
"ucsd-sierra","	","test_batch_job","1668038","1665302","1665236","2010-11-19T07:38:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 0 seconds","Success"
"ucsd-sierra","	","test_batch_job","1668192","1668191","1665236","2010-11-19T07:49:02.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 600 seconds","Success"
"ucsd-sierra","	","test_batch_job","1668135","1665302","1665236","2010-11-19T07:51:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 0 seconds","Success"
"ucsd-sierra","	","test_batch_job","1668153","1665734","1665236","2010-11-19T07:53:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 1 seconds","Success"
"ucsd-sierra","	","test_batch_job","1668237","1665302","1665236","2010-11-19T08:04:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 0 seconds","Success"
"ucsd-sierra","	","test_batch_job","1668324","1668323","1665236","2010-11-19T08:06:02.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 601 seconds","Success"
"ucsd-sierra","	","test_batch_job","1668259","1665734","1665236","2010-11-19T08:08:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 1 seconds","Success"
"ucsd-sierra","	","test_batch_job","1668347","1665734","1665236","2010-11-19T08:19:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 1 seconds","Success"
"ucsd-sierra","	","test_batch_job","1668362","1665302","1665236","2010-11-19T08:21:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 0 seconds","Success"
"ucsd-sierra","	","test_batch_job","1668452","1668323","1665236","2010-11-19T08:23:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 601 seconds","Success"
"ucsd-sierra","	","test_batch_job","1668466","1665734","1665236","2010-11-19T08:34:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 1 seconds","Success"
"ucsd-sierra","	","test_batch_job","1668623","1668622","1665236","2010-11-19T08:36:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 1202 seconds","Success"
"ucsd-sierra","	","test_batch_job","1668486","1665302","1665236","2010-11-19T08:38:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 0 seconds","Success"
"ucsd-sierra","	","test_batch_job","1668574","1668015","1665236","2010-11-19T08:49:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 2 seconds","Success"
"ucsd-sierra","	","test_batch_job","1668584","1665302","1665236","2010-11-19T08:51:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 0 seconds","Success"
"ucsd-sierra","	","test_batch_job","1668824","1668823","1665236","2010-11-19T08:53:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 1802 seconds","Success"
"ucsd-sierra","	","test_batch_job","1668685","1665734","1665236","2010-11-19T09:04:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 1 seconds","Success"
"ucsd-sierra","	","test_batch_job","1668697","1665734","1665236","2010-11-19T09:06:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 1 seconds","Success"
"ucsd-sierra","	","test_batch_job","1668708","1665734","1665236","2010-11-19T09:08:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 1 seconds","Success"
"ucsd-sierra","	","test_batch_job","1668945","1668622","1665236","2010-11-19T09:19:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 1202 seconds","Success"
"ucsd-sierra","	","test_batch_job","1668803","1665734","1665236","2010-11-19T09:21:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 1 seconds","Success"
