resource, targetResource, nickname, instanceId, reportId, configId, collected, exit_status, exit_message, body, comparisonResult
"ucsd-sierra","	","eucalyptus-clientStatus","1490649","1484220","1484056","2010-10-29T07:49:02.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1490757","1484220","1484056","2010-10-29T08:06:02.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1491017","1484220","1484056","2010-10-29T08:49:01.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1491114","1484220","1484056","2010-10-29T09:06:02.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1491383","1484220","1484056","2010-10-29T09:49:02.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1491482","1484220","1484056","2010-10-29T10:06:02.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1491750","1484220","1484056","2010-10-29T10:49:02.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1491846","1484220","1484056","2010-10-29T11:06:01.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1492100","1484220","1484056","2010-10-29T11:49:01.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1492170","1484220","1484056","2010-10-29T12:06:01.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1492416","1484220","1484056","2010-10-29T12:49:02.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1492510","1484220","1484056","2010-10-29T13:06:01.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1492782","1484220","1484056","2010-10-29T13:49:02.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1492882","1484220","1484056","2010-10-29T14:06:02.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1493133","1484220","1484056","2010-10-29T14:49:02.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1493221","1484220","1484056","2010-10-29T15:06:02.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1493469","1493468","1484056","2010-10-29T15:49:01.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1493605","1493604","1484056","2010-10-29T16:13:05.000-04:00","Failure","Reporter exceeded usage limits --  wall clock time limit exceeded 60 secs","","Failure:errorMessage"
"ucsd-sierra","	","eucalyptus-clientStatus","1493830","1484220","1484056","2010-10-29T16:49:01.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1493931","1484220","1484056","2010-10-29T17:06:01.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1494183","1484220","1484056","2010-10-29T17:49:01.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1494282","1484220","1484056","2010-10-29T18:06:01.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1494537","1484220","1484056","2010-10-29T18:49:01.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1494637","1484220","1484056","2010-10-29T19:06:01.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1494890","1484220","1484056","2010-10-29T19:49:01.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1494988","1484220","1484056","2010-10-29T20:06:02.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1495244","1484220","1484056","2010-10-29T20:49:02.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1495340","1484220","1484056","2010-10-29T21:06:01.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1495602","1484220","1484056","2010-10-29T21:49:02.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1495703","1484220","1484056","2010-10-29T22:06:01.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1495967","1484220","1484056","2010-10-29T22:49:01.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1496066","1484220","1484056","2010-10-29T23:06:01.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1496327","1484220","1484056","2010-10-29T23:49:01.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1496423","1484220","1484056","2010-10-30T00:06:01.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1496680","1484220","1484056","2010-10-30T00:49:02.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1496781","1484220","1484056","2010-10-30T01:06:01.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1497036","1484220","1484056","2010-10-30T01:49:01.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1497139","1484220","1484056","2010-10-30T02:06:01.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1497401","1484220","1484056","2010-10-30T02:49:02.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1497500","1484220","1484056","2010-10-30T03:06:01.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1497764","1484220","1484056","2010-10-30T03:49:01.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1497866","1484220","1484056","2010-10-30T04:06:01.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1498124","1484220","1484056","2010-10-30T04:49:01.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1498223","1484220","1484056","2010-10-30T05:06:02.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1498482","1484220","1484056","2010-10-30T05:49:01.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1498579","1484220","1484056","2010-10-30T06:06:01.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1498832","1484220","1484056","2010-10-30T06:49:01.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1498928","1484220","1484056","2010-10-30T07:06:02.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1499184","1484220","1484056","2010-10-30T07:49:02.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1499297","1484220","1484056","2010-10-30T08:06:02.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1499557","1484220","1484056","2010-10-30T08:49:02.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1499659","1484220","1484056","2010-10-30T09:06:01.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1499926","1484220","1484056","2010-10-30T09:49:01.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1500026","1484220","1484056","2010-10-30T10:06:01.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1500299","1484220","1484056","2010-10-30T10:49:01.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1500399","1484220","1484056","2010-10-30T11:06:01.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1500653","1484220","1484056","2010-10-30T11:49:01.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1500751","1484220","1484056","2010-10-30T12:06:02.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1501012","1484220","1484056","2010-10-30T12:49:02.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1501110","1484220","1484056","2010-10-30T13:06:01.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1501384","1484220","1484056","2010-10-30T13:49:02.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1501480","1484220","1484056","2010-10-30T14:06:02.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1501745","1484220","1484056","2010-10-30T14:49:01.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1501845","1484220","1484056","2010-10-30T15:06:01.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1502102","1484220","1484056","2010-10-30T15:49:01.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1502201","1484220","1484056","2010-10-30T16:06:01.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1502460","1484220","1484056","2010-10-30T16:49:01.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1502555","1484220","1484056","2010-10-30T17:06:01.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1502811","1484220","1484056","2010-10-30T17:49:01.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1502910","1484220","1484056","2010-10-30T18:06:01.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1503173","1484220","1484056","2010-10-30T18:49:01.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1503274","1484220","1484056","2010-10-30T19:06:01.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1503535","1484220","1484056","2010-10-30T19:49:01.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1503632","1484220","1484056","2010-10-30T20:06:01.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1503891","1484220","1484056","2010-10-30T20:49:01.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1503990","1484220","1484056","2010-10-30T21:06:01.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1504251","1484220","1484056","2010-10-30T21:49:01.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1504351","1484220","1484056","2010-10-30T22:06:02.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1504606","1484220","1484056","2010-10-30T22:49:01.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1504703","1484220","1484056","2010-10-30T23:06:02.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1504965","1484220","1484056","2010-10-30T23:49:01.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1505067","1484220","1484056","2010-10-31T00:06:02.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1505331","1484220","1484056","2010-10-31T00:49:01.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1505431","1484220","1484056","2010-10-31T01:06:01.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1505690","1484220","1484056","2010-10-31T01:49:01.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1505793","1484220","1484056","2010-10-31T02:06:01.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1506057","1484220","1484056","2010-10-31T02:49:01.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1506157","1484220","1484056","2010-10-31T03:06:01.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1506416","1484220","1484056","2010-10-31T03:49:01.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1506512","1484220","1484056","2010-10-31T04:06:01.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1506770","1484220","1484056","2010-10-31T04:49:01.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1506869","1484220","1484056","2010-10-31T05:06:01.000-04:00","Success","","search_output","Success"
