resource, targetResource, nickname, instanceId, reportId, configId, collected, exit_status, exit_message, body, comparisonResult"iu-india","	","openstack-create-publicvm","4198523","4198522","4198512","2011-10-14T18:15:54.000-04:00","Failure","Command 'sh nova novakey ami-00000028' failed with exit code 127","","Failure:errorMessage errorMessage errorMessage"
"iu-india","	","openstack-create-publicvm","4285860","4285859","4285322","2011-10-27T16:13:09.000-04:00","Success","","cloud-create cloudcreate img ami-00000028 create 66.395545 s ping 30.003544 s ssh 30.308304 s destroy 0.554854 s","Success"
"iu-india","	","openstack-create-publicvm","4286719","4286718","4285322","2011-10-27T19:13:13.000-04:00","Success","","cloud-create cloudcreate img ami-00000028 create 67.643344 s ping 30.00484 s ssh 30.428766 s destroy 0.466227 s","Success"
"iu-india","	","openstack-create-publicvm","4287557","4287556","4285322","2011-10-27T22:12:07.000-04:00","Failure","cloud client not in running status after 900 seconds","","Failure:errorMessage errorMessage errorMessage"
"iu-india","	","openstack-create-publicvm","4288408","4288407","4285322","2011-10-28T01:13:12.000-04:00","Success","","cloud-create cloudcreate img ami-00000028 create 66.481025 s ping 30.003305 s ssh 30.257927 s destroy 0.442541 s","Success"
"iu-india","	","openstack-create-publicvm","4289225","4287556","4285322","2011-10-28T04:12:08.000-04:00","Failure","cloud client not in running status after 900 seconds","","Failure:errorMessage errorMessage errorMessage"
"iu-india","	","openstack-create-publicvm","4290083","4290082","4285322","2011-10-28T07:13:13.000-04:00","Success","","cloud-create cloudcreate img ami-00000028 create 66.4309 s ping 30.00376 s ssh 30.21074 s destroy 0.454666 s","Success"
"iu-india","	","openstack-create-publicvm","4290915","4290914","4285322","2011-10-28T10:13:10.000-04:00","Success","","cloud-create cloudcreate img ami-00000028 create 66.436799 s ping 30.003384 s ssh 30.222532 s destroy 0.501601 s","Success"
"iu-india","	","openstack-create-publicvm","4291751","4291750","4285322","2011-10-28T13:13:16.000-04:00","Success","","cloud-create cloudcreate img ami-00000028 create 67.020166 s ping 30.015934 s ssh 31.081067 s destroy 0.467464 s","Success"
"iu-india","	","openstack-create-publicvm","4292589","4292588","4285322","2011-10-28T16:13:09.000-04:00","Success","","cloud-create cloudcreate img ami-00000028 create 66.37686 s ping 30.004253 s ssh 30.185577 s destroy 0.472466 s","Success"
"iu-india","	","openstack-create-publicvm","4293425","4293424","4285322","2011-10-28T19:13:09.000-04:00","Success","","cloud-create cloudcreate img ami-00000028 create 66.941673 s ping 30.004825 s ssh 30.202557 s destroy 0.447981 s","Success"
