resource, targetResource, nickname, instanceId, reportId, configId, collected, exit_status, exit_message, body, comparisonResult"tacc-alamo","	","openstack-create-publicvm","7640774","7640773","7640729","2013-03-26T13:33:57.000-04:00","Failure","Can SSH into all VMs but  not able to externally connect from any of the 1 VMs","","Failure:errorMessage errorMessage errorMessage"
"tacc-alamo","	","openstack-create-publicvm","7709471","7709470","7641142","2013-04-04T20:56:06.000-04:00","Success","","cloud-create cloudcreate img ami-0000000a create 62.261991 s ping 30.033287 s warnings 1 ssh 30.969885 s destroy 0.567565 s","Success"
"tacc-alamo","	","openstack-create-publicvm","7710384","7710383","7641142","2013-04-04T23:56:06.000-04:00","Success","","cloud-create cloudcreate img ami-0000000a create 62.225343 s ping 30.033024 s warnings 1 ssh 30.946759 s destroy 0.572611 s","Success"
"tacc-alamo","	","openstack-create-publicvm","7711291","7711290","7641142","2013-04-05T02:56:06.000-04:00","Success","","cloud-create cloudcreate img ami-0000000a create 62.329965 s ping 30.034254 s warnings 1 ssh 31.027618 s destroy 0.573388 s","Success"
"tacc-alamo","	","openstack-create-publicvm","7712173","7712172","7641142","2013-04-05T05:56:10.000-04:00","Success","","cloud-create cloudcreate img ami-0000000a create 62.258766 s ping 30.031112 s warnings 1 ssh 31.015173 s destroy 2.992129 s","Success"
"tacc-alamo","	","openstack-create-publicvm","7713076","7713075","7641142","2013-04-05T08:56:06.000-04:00","Success","","cloud-create cloudcreate img ami-0000000a create 62.614791 s ping 30.035761 s warnings 1 ssh 30.983719 s destroy 0.60947 s","Success"
"tacc-alamo","	","openstack-create-publicvm","7713988","7713987","7641142","2013-04-05T11:56:07.000-04:00","Success","","cloud-create cloudcreate img ami-0000000a create 62.396089 s ping 30.033071 s warnings 1 ssh 30.988021 s destroy 0.592855 s","Success"
"tacc-alamo","	","openstack-create-publicvm","7714905","7714904","7641142","2013-04-05T14:56:06.000-04:00","Success","","cloud-create cloudcreate img ami-0000000a create 62.369242 s ping 30.035244 s warnings 1 ssh 30.960911 s destroy 0.580546 s","Success"
"tacc-alamo","	","openstack-create-publicvm","7715821","7715820","7641142","2013-04-05T17:56:06.000-04:00","Success","","cloud-create cloudcreate img ami-0000000a create 62.206245 s ping 30.028301 s warnings 1 ssh 30.930647 s destroy 0.5815 s","Success"
"tacc-alamo","	","openstack-create-publicvm","7716747","7716746","7641142","2013-04-05T20:56:07.000-04:00","Success","","cloud-create cloudcreate img ami-0000000a create 62.280399 s ping 30.026015 s warnings 1 ssh 31.006539 s destroy 0.583732 s","Success"
"tacc-alamo","	","openstack-create-publicvm","7717661","7717660","7641142","2013-04-05T23:56:07.000-04:00","Success","","cloud-create cloudcreate img ami-0000000a create 62.186121 s ping 30.033003 s warnings 1 ssh 30.989412 s destroy 0.569981 s","Success"
