resource, targetResource, nickname, instanceId, reportId, configId, collected, exit_status, exit_message, body, comparisonResult
"iu-india","	","eucalyptus-create-publicvm","3331867","3331866","3331480","2011-05-27T14:19:05.000-04:00","Failure","cloud client not in running status after 900 seconds: RESERVATION	r-492008C9	inca	default
INSTANCE	i-3D3E0832	emi-38FD1610	149.165.159.133	10.0.3.130	terminated 	userkey 	0 	c1.medium 	2011-05-27T18:03:47.617Z 	india 	eki-78EF12D2 	eri-5BB61255
    ","","Failure:errorMessage errorMessage errorMessage"
"iu-india","	","eucalyptus-create-publicvm","3337701","3337700","3331480","2011-05-28T14:10:03.000-04:00","Success","","cloud-create cloudcreate img emi-38FD1610 -t c1.medium create 302.337719 s ping 0.00195 s ssh 0.232916 s destroy 0.18557 s","Success"
"iu-india","	","eucalyptus-create-publicvm","3343593","3343592","3331480","2011-05-29T14:10:03.000-04:00","Success","","cloud-create cloudcreate img emi-38FD1610 -t c1.medium create 302.335242 s ping 0.001655 s ssh 0.142542 s destroy 0.18069 s","Success"
"iu-india","	","eucalyptus-create-publicvm","3349479","3349478","3331480","2011-05-30T14:10:03.000-04:00","Success","","cloud-create cloudcreate img emi-38FD1610 -t c1.medium create 302.359315 s ping 0.001479 s ssh 0.141153 s destroy 0.131592 s","Success"
"iu-india","	","eucalyptus-create-publicvm","3355574","3355573","3331480","2011-05-31T14:10:34.000-04:00","Success","","cloud-create cloudcreate img emi-38FD1610 -t c1.medium create 332.565065 s ping 0.001994 s ssh 0.38864 s destroy 0.164198 s","Success"
"iu-india","	","eucalyptus-create-publicvm","3361762","3361761","3331480","2011-06-01T14:10:34.000-04:00","Success","","cloud-create cloudcreate img emi-38FD1610 -t c1.medium create 332.456426 s ping 0.001626 s ssh 0.375123 s destroy 0.153289 s","Success"
"iu-india","	","eucalyptus-create-publicvm","3367633","3367632","3367557","2011-06-02T13:52:55.000-04:00","Success","Internal Inca error:  Error, no report produced to stdout.  The following was printed to stderr: 
euca2ools version 1.2 loaded
Can't use an undefined value as an ARRAY reference at /N/u/inca/incaReporterManager/var/reporter-packages/bin/performance.cloud.create-16 line 173.
","","Success"
"iu-india","	","eucalyptus-create-publicvm","3367857","3367856","3367722","2011-06-02T14:35:01.000-04:00","Failure","cloud client not in running status after 900 seconds: RESERVATION	r-4BBC0811	inca	default
INSTANCE	i-42E706AF	emi-38FD1610	149.165.159.152	10.0.3.131	terminated 	userkey 	0 	c1.medium 	2011-06-02T18:19:08.783Z 	india 	eki-78EF12D2 	eri-5BB61255
    ","","Failure:errorMessage errorMessage errorMessage"
"iu-india","	","eucalyptus-create-publicvm","3368239","3368238","3367722","2011-06-02T15:56:04.000-04:00","Failure","cloud client not in running status after 900 seconds: RESERVATION	r-41310868	inca	default
INSTANCE	i-39D00610	emi-38FD1610	149.165.159.131	10.0.3.131	terminated 	userkey 	0 	c1.medium 	2011-06-02T19:40:42.305Z 	india 	eki-78EF12D2 	eri-5BB61255
    ","","Failure:errorMessage errorMessage errorMessage"
"iu-india","	","eucalyptus-create-publicvm","3374602","3374601","3374553","2011-06-03T16:26:37.000-04:00","Success","","cloud-create cloudcreate img emi-38FD1610 -t c1.medium create 302.778967 s ping 30.003579 s ssh 30.457921 s destroy 0.207751 s","Success"
"iu-india","	","eucalyptus-create-publicvm","3379352","3379351","3374553","2011-06-04T11:21:04.000-04:00","Success","","cloud-create cloudcreate img emi-38FD1610 -t c1.medium create 363.026213 s ping 30.00311 s ssh 30.140993 s destroy 0.172718 s","Success"
"iu-india","	","eucalyptus-create-publicvm","3385308","3385307","3374553","2011-06-05T11:29:06.000-04:00","Failure","cloud client not in running status after 900 seconds: RESERVATION	r-417F079E	inca	default
INSTANCE	i-28F905CD	emi-38FD1610	149.165.159.153	10.0.3.131	terminated 	userkey 	0 	c1.medium 	2011-06-05T15:13:42.614Z 	india 	eki-78EF12D2 	eri-5BB61255
    ","","Failure:errorMessage errorMessage errorMessage"
"iu-india","	","eucalyptus-create-publicvm","3391128","3391127","3374553","2011-06-06T11:20:04.000-04:00","Success","","cloud-create cloudcreate img emi-38FD1610 -t c1.medium create 302.783349 s ping 30.002878 s ssh 30.140356 s destroy 0.18179 s","Success"
"iu-india","	","eucalyptus-create-publicvm","3397096","3397095","3374553","2011-06-07T11:15:03.000-04:00","Failure","DOWNTIME:1120: Command 'euca-run-instances  -k userkey -n 1 emi-38FD1610 -t c1.medium' failed: [Errno 111] Connection refused
    ","","Failure:errorMessage errorMessage errorMessage"
