resource, targetResource, nickname, instanceId, reportId, configId, collected, exit_status, exit_message, body, comparisonResult"iu-india","	","test_batch_job","1665309","1665306","1665240","2010-11-19T01:23:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 1 seconds","Success"
"iu-india","	","test_batch_job","1667628","1665306","1665240","2010-11-19T06:42:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 1 seconds","Success"
"iu-india","	","test_batch_job","1667635","1665306","1665240","2010-11-19T06:43:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 1 seconds","Success"
"iu-india","	","test_batch_job","1667710","1665306","1665240","2010-11-19T06:53:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 1 seconds","Success"
"iu-india","	","test_batch_job","1667736","1665323","1665240","2010-11-19T06:57:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 0 seconds","Success"
"iu-india","	","test_batch_job","1667740","1665323","1665240","2010-11-19T06:58:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 0 seconds","Success"
"iu-india","	","test_batch_job","1667812","1665323","1665240","2010-11-19T07:08:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 0 seconds","Success"
"iu-india","	","test_batch_job","1667848","1665306","1665240","2010-11-19T07:12:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 1 seconds","Success"
"iu-india","	","test_batch_job","1667856","1665306","1665240","2010-11-19T07:13:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 1 seconds","Success"
"iu-india","	","test_batch_job","1667929","1665323","1665240","2010-11-19T07:23:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 0 seconds","Success"
"iu-india","	","test_batch_job","1667957","1665323","1665240","2010-11-19T07:27:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 0 seconds","Success"
"iu-india","	","test_batch_job","1667962","1665306","1665240","2010-11-19T07:28:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 1 seconds","Success"
"iu-india","	","test_batch_job","1668040","1665323","1665240","2010-11-19T07:38:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 0 seconds","Success"
"iu-india","	","test_batch_job","1668073","1665323","1665240","2010-11-19T07:42:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 0 seconds","Success"
"iu-india","	","test_batch_job","1668081","1665306","1665240","2010-11-19T07:43:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 1 seconds","Success"
"iu-india","	","test_batch_job","1668152","1665323","1665240","2010-11-19T07:53:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 0 seconds","Success"
"iu-india","	","test_batch_job","1668178","1665323","1665240","2010-11-19T07:57:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 0 seconds","Success"
"iu-india","	","test_batch_job","1668183","1665323","1665240","2010-11-19T07:58:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 0 seconds","Success"
"iu-india","	","test_batch_job","1668258","1665323","1665240","2010-11-19T08:08:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 0 seconds","Success"
"iu-india","	","test_batch_job","1668292","1665323","1665240","2010-11-19T08:12:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 0 seconds","Success"
"iu-india","	","test_batch_job","1668300","1665323","1665240","2010-11-19T08:13:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 0 seconds","Success"
"iu-india","	","test_batch_job","1668379","1665323","1665240","2010-11-19T08:23:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 0 seconds","Success"
"iu-india","	","test_batch_job","1668407","1665323","1665240","2010-11-19T08:27:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 0 seconds","Success"
"iu-india","	","test_batch_job","1668412","1665306","1665240","2010-11-19T08:28:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 1 seconds","Success"
"iu-india","	","test_batch_job","1668485","1665323","1665240","2010-11-19T08:38:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 0 seconds","Success"
"iu-india","	","test_batch_job","1668520","1665323","1665240","2010-11-19T08:42:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 0 seconds","Success"
"iu-india","	","test_batch_job","1668528","1665323","1665240","2010-11-19T08:43:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 0 seconds","Success"
"iu-india","	","test_batch_job","1668600","1665323","1665240","2010-11-19T08:53:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 0 seconds","Success"
"iu-india","	","test_batch_job","1668632","1665306","1665240","2010-11-19T08:57:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 1 seconds","Success"
"iu-india","	","test_batch_job","1668636","1665306","1665240","2010-11-19T08:58:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 1 seconds","Success"
"iu-india","	","test_batch_job","1668709","1665323","1665240","2010-11-19T09:08:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 0 seconds","Success"
"iu-india","	","test_batch_job","1668741","1665323","1665240","2010-11-19T09:12:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 0 seconds","Success"
"iu-india","	","test_batch_job","1668749","1665323","1665240","2010-11-19T09:13:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 0 seconds","Success"
"iu-india","	","test_batch_job","1668821","1665323","1665240","2010-11-19T09:23:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 0 seconds","Success"
"iu-india","	","test_batch_job","1668852","1665306","1665240","2010-11-19T09:27:00.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 1 seconds","Success"
"iu-india","	","test_batch_job","1668856","1665323","1665240","2010-11-19T09:28:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 0 seconds","Success"
"iu-india","	","test_batch_job","1668934","1665306","1665240","2010-11-19T09:38:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 1 seconds","Success"
"iu-india","	","test_batch_job","1668968","1665306","1665240","2010-11-19T09:42:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 1 seconds","Success"
"iu-india","	","test_batch_job","1668976","1665306","1665240","2010-11-19T09:43:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 1 seconds","Success"
"iu-india","	","test_batch_job","1669050","1665306","1665240","2010-11-19T09:53:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 1 seconds","Success"
