resource, targetResource, nickname, instanceId, reportId, configId, collected, exit_status, exit_message, body, comparisonResult
"inca","tacc-alamo","nimbus-storage","5339160","5306362","5302294","2012-04-17T00:56:05.000-04:00","Success","","search_output","Success"
"inca","tacc-alamo","nimbus-storage","5339503","5306362","5302294","2012-04-17T01:56:04.000-04:00","Success","","search_output","Success"
"inca","tacc-alamo","nimbus-storage","5339764","5306362","5302294","2012-04-17T11:56:04.000-04:00","Success","","search_output","Success"
"inca","tacc-alamo","nimbus-storage","5340105","5306362","5302294","2012-04-17T12:56:04.000-04:00","Success","","search_output","Success"
"inca","tacc-alamo","nimbus-storage","5340447","5306362","5302294","2012-04-17T13:56:04.000-04:00","Success","","search_output","Success"
"inca","tacc-alamo","nimbus-storage","5340791","5306362","5302294","2012-04-17T14:56:04.000-04:00","Success","","search_output","Success"
"inca","tacc-alamo","nimbus-storage","5341129","5306362","5302294","2012-04-17T15:56:04.000-04:00","Success","","search_output","Success"
"inca","tacc-alamo","nimbus-storage","5341483","5306362","5302294","2012-04-17T16:56:05.000-04:00","Success","","search_output","Success"
"inca","tacc-alamo","nimbus-storage","5341823","5306362","5302294","2012-04-17T17:56:04.000-04:00","Success","","search_output","Success"
"inca","tacc-alamo","nimbus-storage","5342169","5306362","5302294","2012-04-17T18:56:08.000-04:00","Success","","search_output","Success"
"inca","tacc-alamo","nimbus-storage","5342510","5306362","5302294","2012-04-17T19:56:05.000-04:00","Success","","search_output","Success"
"inca","tacc-alamo","nimbus-storage","5342856","5306362","5302294","2012-04-17T20:56:09.000-04:00","Success","","search_output","Success"
"inca","tacc-alamo","nimbus-storage","5343197","5306362","5302294","2012-04-17T21:56:04.000-04:00","Success","","search_output","Success"
"inca","tacc-alamo","nimbus-storage","5343543","5306362","5302294","2012-04-17T22:56:04.000-04:00","Success","","search_output","Success"
"inca","tacc-alamo","nimbus-storage","5343874","5306362","5302294","2012-04-17T23:56:04.000-04:00","Success","","search_output","Success"
"inca","tacc-alamo","nimbus-storage","5344220","5306362","5302294","2012-04-18T00:56:04.000-04:00","Success","","search_output","Success"
"inca","tacc-alamo","nimbus-storage","5344563","5306362","5302294","2012-04-18T01:56:07.000-04:00","Success","","search_output","Success"
